faculty_id	name	pdf_path	score	reasons
intake_pau_castel	Pau Castel	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Castel, Pau/Cuevas-Navarro_Wagner_Science_Adv_2023_anonymous.pdf	15	folder:last,topfolder~aff
intake_pau_castel	Pau Castel	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Castel, Pau/Cuevas-Navarro_eLife_2022_anonymous.pdf	15	folder:last,topfolder~aff
intake_pau_castel	Pau Castel	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Castel, Pau/Mozzarelli_MolCell_2024_anonymous.pdf	15	folder:last,topfolder~aff
intake_pau_castel	Pau Castel	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Castel, Pau/can-24-3819 (1)_anonymous.pdf	15	folder:last,topfolder~aff
intake_pau_castel	Pau Castel	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Castel, Pau/science.adv7088 (1)_anonymous.pdf	15	folder:last,topfolder~aff
intake_gregory_david	Gregory David	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/David, Gregory/1-s2.0-S0959437X22000235-main_anonymous.pdf	15	folder:last,topfolder~aff
intake_gregory_david	Gregory David	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/David, Gregory/MCB.00586-18_anonymous.pdf	15	folder:last,topfolder~aff
intake_gregory_david	Gregory David	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/David, Gregory/s13072-024-00526-w_anonymous.pdf	15	folder:last,topfolder~aff
intake_gregory_david	Gregory David	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/David, Gregory/s41388-022-02433-4_anonymous.pdf	15	folder:last,topfolder~aff
intake_gregory_david	Gregory David	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/David, Gregory/s41556-019-0287-4_anonymous.pdf	15	folder:last,topfolder~aff
intake_drew_jones	Drew Jones	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Jones, Drew/PIIS193131282500232X_anonymous.pdf	15	folder:last,topfolder~aff
intake_drew_jones	Drew Jones	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Jones, Drew/s41586-025-08996-y_anonymous.pdf	15	folder:last,topfolder~aff
intake_drew_jones	Drew Jones	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Jones, Drew/s43018-023-00647-3_anonymous.pdf	15	folder:last,topfolder~aff
intake_drew_jones	Drew Jones	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Jones, Drew/sciadv.adj4387_anonymous.pdf	15	folder:last,topfolder~aff
intake_drew_jones	Drew Jones	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Jones, Drew/viruses-15-00242-v2_anonymous.pdf	15	folder:last,topfolder~aff
intake_michele_pagano	Michele Pagano	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Pagano, Michele/BACH1 FBXO22 FBXL17_anonymous.pdf	15	folder:last,topfolder~aff
intake_michele_pagano	Michele Pagano	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Pagano, Michele/CycD MMR_anonymous.pdf	15	folder:last,topfolder~aff
intake_michele_pagano	Michele Pagano	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Pagano, Michele/D1 DCAF3_anonymous.pdf	15	folder:last,topfolder~aff
intake_michele_pagano	Michele Pagano	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Pagano, Michele/EMSY_anonymous.pdf	15	folder:last,topfolder~aff
intake_michele_pagano	Michele Pagano	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Pagano, Michele/SKP1_anonymous.pdf	15	folder:last,topfolder~aff
intake_alexander_serganov	Alexander Serganov	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Serganov, Alexander/3560.full_anonymous.pdf	15	folder:last,topfolder~aff
intake_alexander_serganov	Alexander Serganov	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Serganov, Alexander/Ashok_ApaH_paper_anonymous.pdf	15	folder:last,topfolder~aff
intake_alexander_serganov	Alexander Serganov	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Serganov, Alexander/Shatalin_all published_anonymous.pdf	15	folder:last,topfolder~aff
intake_alexander_serganov	Alexander Serganov	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Serganov, Alexander/s41589-025-02044-6_anonymous.pdf	15	folder:last,topfolder~aff
intake_alexander_serganov	Alexander Serganov	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Biochem/Serganov, Alexander/s41594-023-00948-2_anonymous.pdf	15	folder:last,topfolder~aff
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Andrea Brand/PIIS1534580722002489_anonymous.pdf	19	folder:last,folder:first,topfolder~aff
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Andrea Brand/PIIS193459092200460X_anonymous.pdf	19	folder:last,folder:first,topfolder~aff
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Andrea Brand/journal.pbio.3001255_anonymous.pdf	19	folder:last,folder:first,topfolder~aff
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Andrea Brand/journal.pbio.3002944 (3)_anonymous.pdf	19	folder:last,folder:first,topfolder~aff
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Andrea Brand/s41556-019-0402-6_anonymous.pdf	19	folder:last,folder:first,topfolder~aff
intake_esteban_o_mazzoni	esteban o mazzoni	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Mazzoni, Esteban/Differential abilities to engage inaccessible_anonymous.pdf	15	folder:last,topfolder~aff
intake_esteban_o_mazzoni	esteban o mazzoni	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Mazzoni, Esteban/Essential transcription factors for induced n_anonymous.pdf	15	folder:last,topfolder~aff
intake_esteban_o_mazzoni	esteban o mazzoni	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Mazzoni, Esteban/Synthetic regulatory reconstitution reveals p_anonymous.pdf	15	folder:last,topfolder~aff
intake_catherine_pei_ju_lu	Catherine Pei-ju Lu	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Pei-ju Lu, Catherine/2012 Lu Cell_anonymous.pdf	23	folder:last,filename:last,topfolder~aff
intake_catherine_pei_ju_lu	Catherine Pei-ju Lu	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Pei-ju Lu, Catherine/2016 Lu Science_anonymous.pdf	23	folder:last,filename:last,topfolder~aff
intake_catherine_pei_ju_lu	Catherine Pei-ju Lu	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Pei-ju Lu, Catherine/2024 Cassidy Tranplant direct_VCA_anonymous.pdf	15	folder:last,topfolder~aff
intake_catherine_pei_ju_lu	Catherine Pei-ju Lu	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Pei-ju Lu, Catherine/2024 HS TLS Immunity wo sup_anonymous.pdf	15	folder:last,topfolder~aff
intake_catherine_pei_ju_lu	Catherine Pei-ju Lu	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Pei-ju Lu, Catherine/2025 Lin JID_HS glandular marker_anonymous.pdf	15	folder:last,topfolder~aff
intake_hyung_don_ryoo	Hyung Don Ryoo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Ryoo, Hyung Don/elife-74047_anonymous.pdf	15	folder:last,topfolder~aff
intake_hyung_don_ryoo	Hyung Don Ryoo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Ryoo, Hyung Don/jcb_201511073_anonymous.pdf	15	folder:last,topfolder~aff
intake_hyung_don_ryoo	Hyung Don Ryoo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Ryoo, Hyung Don/ryoo-et-al-2006-unfolded-protein-response-in-_anonymous.pdf	23	folder:last,filename:last,topfolder~aff
intake_hyung_don_ryoo	Hyung Don Ryoo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Ryoo, Hyung Don/s41419-024-06927-9 (1)_anonymous.pdf	15	folder:last,topfolder~aff
intake_hyung_don_ryoo	Hyung Don Ryoo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Ryoo, Hyung Don/s41467-020-18453-1_anonymous.pdf	15	folder:last,topfolder~aff
intake_susan_smith	Susan Smith	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Smith, Susan/AzarmNatComm2020_anonymous.pdf	15	folder:last,topfolder~aff
intake_susan_smith	Susan Smith	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Smith, Susan/DaniloskiG&D2019_anonymous.pdf	15	folder:last,topfolder~aff
intake_susan_smith	Susan Smith	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Smith, Susan/PerrardNatComm2023_anonymous.pdf	15	folder:last,topfolder~aff
intake_susan_smith	Susan Smith	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Smith, Susan/PerrardSciAdv2025_anonymous.pdf	15	folder:last,topfolder~aff
intake_susan_smith	Susan Smith	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Cell Biology/Smith, Susan/SzeCellReports2023_anonymous.pdf	15	folder:last,topfolder~aff
intake_nadav_brandes	Nadav Brandes	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Center for Human Genetics and Genomics/Brandes, Nadav/2025.09.05.674459v2.full_anonymous.pdf	15	folder:last,topfolder~aff
intake_nadav_brandes	Nadav Brandes	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Center for Human Genetics and Genomics/Brandes, Nadav/btac020_anonymous.pdf	15	folder:last,topfolder~aff
intake_nadav_brandes	Nadav Brandes	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Center for Human Genetics and Genomics/Brandes, Nadav/preprints202511.1875.v1_anonymous.pdf	15	folder:last,topfolder~aff
intake_nadav_brandes	Nadav Brandes	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Center for Human Genetics and Genomics/Brandes, Nadav/s13059-020-02089-x_anonymous.pdf	15	folder:last,topfolder~aff
intake_nadav_brandes	Nadav Brandes	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Center for Human Genetics and Genomics/Brandes, Nadav/s41588-023-01465-0_anonymous.pdf	15	folder:last,topfolder~aff
progovac_ana	Ana Progovac	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/IEHE/Ana Progovac/Ana_Progovac-Mental Health Care Provider Experiences_.pdf	29	folder:last,folder:first,filename:last,filename:first,topfolder~aff
progovac_ana	Ana Progovac	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/IEHE/Ana Progovac/Ana_Progovac_2020-QHR-PastDiscrimination.pdf	29	folder:last,folder:first,filename:last,filename:first,topfolder~aff
progovac_ana	Ana Progovac	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/IEHE/Ana Progovac/Ana_Progovac_2023-MedicareGM-TrendsDisparities.pdf	29	folder:last,folder:first,filename:last,filename:first,topfolder~aff
progovac_ana	Ana Progovac	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/IEHE/Ana Progovac/Ana_Progovac_Aldis_2024_LHS-rMBC-disparities-EHR.pdf	29	folder:last,folder:first,filename:last,filename:first,topfolder~aff
progovac_ana	Ana Progovac	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/IEHE/Ana Progovac/Ana_Progovac_Dacarett-Galeano_2024_TGD-EHR-MixedMethods.pdf	29	folder:last,folder:first,filename:last,filename:first,topfolder~aff
aifah_angela	Angela Aifah	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/IEHE/Angela Aifah/Angela Aifah - s13012-023-01272-5 (1).pdf	29	folder:last,folder:first,filename:last,filename:first,topfolder~aff
